Antecedents,Consequents,Confidence,Lift,Classification
"CHILDREN'S SPACEBOY MUG, ROUND SNACK BOXES SET OF4 WOODLAND","ROUND SNACK BOXES SET OF 4 FRUITS, WOODLAND CHARLOTTE BAG",0.5,10.880952380952381,Medium
"CHILDREN'S SPACEBOY MUG, ROUND SNACK BOXES SET OF 4 FRUITS","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.625,9.849137931034482,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF 4 FRUITS","ROUND SNACK BOXES SET OF4 WOODLAND, SKULL LUNCH BOX WITH CUTLERY",0.4,16.618181818181817,Medium
"CHILDREN'S SPACEBOY MUG, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",WOODLAND CHARLOTTE BAG,0.625,4.924568965517241,Medium
CHILDREN'S SPACEBOY MUG,"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, SPACEBOY LUNCH BOX",0.5384615384615384,14.475113122171944,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, SKULL LUNCH BOX WITH CUTLERY","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.4,3.0466666666666673,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, SKULL LUNCH BOX WITH CUTLERY","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",0.6,17.1375,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, SKULL LUNCH BOX WITH CUTLERY","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF 4 FRUITS",0.5454545454545454,16.618181818181817,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, SPACEBOY LUNCH BOX",CHILDREN'S SPACEBOY MUG,0.4117647058823529,14.475113122171944,Medium
"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG, ROUND SNACK BOXES SET OF4 WOODLAND",SPACEBOY LUNCH BOX,0.45454545454545453,4.4197292069632494,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, ROUND SNACK BOXES SET OF4 WOODLAND, SKULL LUNCH BOX WITH CUTLERY",LUNCH BOX WITH CUTLERY RETROSPOT,0.625,9.849137931034482,Medium
"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.47058823529411764,3.5843137254901962,Medium
"CHARLOTTE BAG SUKI DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","ROUND SNACK BOXES SET OF 4 FRUITS, WOODLAND CHARLOTTE BAG",0.6666666666666666,14.507936507936508,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.5333333333333333,8.404597701149426,Medium
"CHARLOTTE BAG APPLES DESIGN, WOODLAND CHARLOTTE BAG","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.5333333333333333,4.062222222222222,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",WOODLAND CHARLOTTE BAG,0.5714285714285714,4.502463054187192,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, WOODLAND CHARLOTTE BAG, ROUND SNACK BOXES SET OF4 WOODLAND",CHARLOTTE BAG APPLES DESIGN,0.4444444444444444,6.770370370370371,Medium
"WOODLAND CHARLOTTE BAG, LUNCH BAG APPLE DESIGN","CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.4166666666666667,10.578703703703704,Medium
"CHARLOTTE BAG APPLES DESIGN, LUNCH BAG APPLE DESIGN","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.4166666666666667,6.566091954022989,Medium
"CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG APPLE DESIGN",WOODLAND CHARLOTTE BAG,0.5555555555555555,4.377394636015325,Medium
"CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",LUNCH BAG APPLE DESIGN,0.5555555555555555,9.067460317460316,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG APPLE DESIGN","ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN",0.4375,13.329166666666667,Medium
"CHARLOTTE BAG APPLES DESIGN, LUNCH BAG APPLE DESIGN","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.5833333333333334,4.443055555555556,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, LUNCH BAG APPLE DESIGN","ROUND SNACK BOXES SET OF4 WOODLAND, CHARLOTTE BAG APPLES DESIGN",0.5384615384615384,13.67094017094017,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN","ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG APPLE DESIGN",0.4666666666666667,13.329166666666667,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG APPLE DESIGN",CHARLOTTE BAG APPLES DESIGN,0.5833333333333334,8.886111111111113,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",LUNCH BAG APPLE DESIGN,0.5,8.160714285714286,Medium
PACK OF 6 SKULL PAPER PLATES,"PACK OF 6 SKULL PAPER CUPS, SET/6 RED SPOTTY PAPER CUPS, PACK OF 20 SKULL PAPER NAPKINS",0.625,57.125,Medium
"WOODLAND CHARLOTTE BAG, JUMBO BAG APPLES","CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.5,12.694444444444445,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, JUMBO BAG APPLES","CHARLOTTE BAG APPLES DESIGN, WOODLAND CHARLOTTE BAG",0.4166666666666667,12.694444444444446,Medium
"CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, JUMBO BAG APPLES",WOODLAND CHARLOTTE BAG,0.625,4.924568965517241,Medium
"CHARLOTTE BAG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",JUMBO BAG APPLES,0.5555555555555555,9.067460317460316,Medium
"WOODLAND CHARLOTTE BAG, JUMBO BAG APPLES","ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN",0.5,15.233333333333334,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, JUMBO BAG APPLES","CHARLOTTE BAG APPLES DESIGN, WOODLAND CHARLOTTE BAG",0.45454545454545453,13.84848484848485,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN, WOODLAND CHARLOTTE BAG",JUMBO BAG APPLES,0.625,10.200892857142858,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, JUMBO BAG APPLES","ROUND SNACK BOXES SET OF 4 FRUITS, CHARLOTTE BAG APPLES DESIGN",0.5833333333333334,17.772222222222226,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, CHARLOTTE BAG APPLES DESIGN","ROUND SNACK BOXES SET OF 4 FRUITS, WOODLAND CHARLOTTE BAG",0.4444444444444444,9.67195767195767,Medium
"CHILDRENS CUTLERY CIRCUS PARADE, ROUND SNACK BOXES SET OF4 WOODLAND","CHILDRENS CUTLERY DOLLY GIRL, LUNCH BOX WITH CUTLERY RETROSPOT",0.5555555555555555,36.269841269841265,Medium
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0.625,13.601190476190476,Medium
"LUNCH BAG WOODLAND, CHARLOTTE BAG SUKI DESIGN","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.5555555555555555,8.75478927203065,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, SKULL LUNCH BOX WITH CUTLERY","STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT",0.45454545454545453,13.84848484848485,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0.4444444444444444,9.67195767195767,Medium
"SET OF 2 TEA TOWELS APPLE AND PEARS, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",PACK OF 20 NAPKINS RED APPLES,0.5,8.462962962962962,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",0.42857142857142855,11.521008403361344,Medium
"CHARLOTTE BAG SUKI DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",0.5,8.462962962962962,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",SET OF 2 TEA TOWELS APPLE AND PEARS,0.45454545454545453,9.442148760330578,Medium
"SET OF 2 TEA TOWELS APPLE AND PEARS, ROUND SNACK BOXES SET OF 4 FRUITS","ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",0.45454545454545453,12.219251336898395,Medium
"RED RETROSPOT CHARLOTTE BAG, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0.42857142857142855,9.326530612244897,Medium
"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG, ROUND SNACK BOXES SET OF4 WOODLAND",RED RETROSPOT CHARLOTTE BAG,0.5454545454545454,7.789772727272727,Medium
"SET OF 2 TEA TOWELS APPLE AND PEARS, PACK OF 20 NAPKINS RED APPLES","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.625,4.760416666666667,Medium
"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG","RED TOADSTOOL LED NIGHT LIGHT, WOODLAND CHARLOTTE BAG",0.625,16.801470588235293,Medium
"RED TOADSTOOL LED NIGHT LIGHT, RED RETROSPOT CHARLOTTE BAG","CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",0.45454545454545453,12.219251336898395,Medium
"RED TOADSTOOL LED NIGHT LIGHT, CHARLOTTE BAG SUKI DESIGN","RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",0.5555555555555555,9.403292181069958,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","SET OF 2 TEA TOWELS APPLE AND PEARS, ROUND SNACK BOXES SET OF4 WOODLAND",0.4166666666666667,13.601190476190478,Medium
"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",RED TOADSTOOL LED NIGHT LIGHT,0.625,6.4914772727272725,Medium
"RED TOADSTOOL LED NIGHT LIGHT, RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",CHARLOTTE BAG SUKI DESIGN,0.45454545454545453,9.891774891774892,Medium
"RED TOADSTOOL LED NIGHT LIGHT, CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",RED RETROSPOT CHARLOTTE BAG,0.625,8.92578125,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",PACK OF 20 NAPKINS RED APPLES,0.4166666666666667,7.052469135802469,Medium
"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG","LUNCH BOX WITH CUTLERY RETROSPOT, WOODLAND CHARLOTTE BAG",0.625,40.80357142857143,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",STRAWBERRY LUNCH BOX WITH CUTLERY,0.45454545454545453,5.77020202020202,Medium
"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",LUNCH BOX WITH CUTLERY RETROSPOT,0.625,9.849137931034482,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","STRAWBERRY LUNCH BOX WITH CUTLERY, ROUND SNACK BOXES SET OF4 WOODLAND",0.4166666666666667,9.520833333333334,Medium
"CHARLOTTE BAG SUKI DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","LUNCH BAG WOODLAND, WOODLAND CHARLOTTE BAG",0.4166666666666667,12.694444444444446,Medium
"CHARLOTTE BAG SUKI DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",LUNCH BAG WOODLAND,0.45454545454545453,5.77020202020202,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT, SKULL LUNCH BOX WITH CUTLERY",PLASTERS IN TIN CIRCUS PARADE,0.5555555555555555,4.7903563941299785,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, PLASTERS IN TIN CIRCUS PARADE","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",0.5,14.28125,Medium
"CHILDRENS CUTLERY DOLLY GIRL, CHILDRENS CUTLERY CIRCUS PARADE","LUNCH BOX WITH CUTLERY RETROSPOT, WOODLAND PARTY BAG + STICKER SET",0.5,38.083333333333336,Medium
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",RED RETROSPOT CUP,0.625,8.92578125,Medium
"RED RETROSPOT CUP, WOODLAND CHARLOTTE BAG","LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND",0.45454545454545453,12.219251336898395,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, LUNCH BOX WITH CUTLERY RETROSPOT",0.4166666666666667,27.202380952380956,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS",0.625,21.971153846153847,Medium
"COFFEE MUG APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF 4 FRUITS",0.45454545454545453,13.84848484848485,Medium
"RED RETROSPOT CUP, LUNCH BAG WOODLAND","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.5555555555555555,8.75478927203065,Medium
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",RED RETROSPOT MINI CASES,0.625,9.520833333333334,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG, RED RETROSPOT MINI CASES",LUNCH BAG WOODLAND,0.5555555555555555,7.052469135802467,Medium
"COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","COFFEE MUG APPLES DESIGN, SPACEBOY LUNCH BOX",0.5,22.85,Medium
"COFFEE MUG APPLES DESIGN, SPACEBOY LUNCH BOX","COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.5,22.85,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, SPACEBOY LUNCH BOX",COFFEE MUG PEARS  DESIGN,0.625,15.868055555555555,Medium
"COFFEE MUG APPLES DESIGN, COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",SPACEBOY LUNCH BOX,0.5555555555555555,5.401891252955082,Medium
"COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS",0.5,19.041666666666668,Medium
"COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS","COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.4166666666666667,19.041666666666668,Medium
"COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS, ROUND SNACK BOXES SET OF4 WOODLAND",COFFEE MUG PEARS  DESIGN,0.5555555555555555,14.104938271604935,Medium
"COFFEE MUG APPLES DESIGN, COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",SET OF 2 TEA TOWELS APPLE AND PEARS,0.5555555555555555,11.540404040404038,Medium
"LUNCH BAG WOODLAND, WOODLAND PARTY BAG + STICKER SET","WOODLAND CHARLOTTE BAG, RED RETROSPOT MINI CASES",0.625,21.971153846153847,Medium
"COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS",0.5,17.576923076923077,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",COFFEE MUG PEARS  DESIGN,0.5,12.694444444444445,Medium
"COFFEE MUG APPLES DESIGN, COFFEE MUG PEARS  DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",ROUND SNACK BOXES SET OF 4 FRUITS,0.5555555555555555,3.5262345679012337,Medium
"WOODLAND PARTY BAG + STICKER SET, WOODLAND CHARLOTTE BAG","LUNCH BAG WOODLAND, RED RETROSPOT MINI CASES",0.625,40.80357142857143,Medium
"WOODLAND PARTY BAG + STICKER SET, RED RETROSPOT MINI CASES","LUNCH BAG WOODLAND, WOODLAND CHARLOTTE BAG",0.5555555555555555,16.925925925925924,Medium
"COFFEE MUG PEARS  DESIGN, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, WRAP RED APPLES",0.5555555555555555,42.31481481481481,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",LUNCH BOX WITH CUTLERY RETROSPOT,0.625,9.849137931034482,Medium
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",WOODLAND CHARLOTTE BAG,0.625,4.924568965517241,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",COFFEE MUG APPLES DESIGN,0.625,10.200892857142858,Medium
"COFFEE MUG APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",0.45454545454545453,12.982954545454545,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",SET OF 2 TEA TOWELS APPLE AND PEARS,0.5,10.386363636363637,Medium
"COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS, ROUND SNACK BOXES SET OF4 WOODLAND",ROUND SNACK BOXES SET OF 4 FRUITS,0.5555555555555555,3.5262345679012337,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.5,15.233333333333334,Medium
"COFFEE MUG APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",0.5454545454545454,4.154545454545454,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND","ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES",0.4,15.233333333333334,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS","ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",0.4615384615384615,12.407239819004523,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES",COFFEE MUG APPLES DESIGN,0.5454545454545454,8.902597402597403,Medium
"LUNCH BAG WOODLAND, PLASTERS IN TIN WOODLAND ANIMALS","PLASTERS IN TIN SPACEBOY, ROUND SNACK BOXES SET OF4 WOODLAND",0.5555555555555555,11.540404040404038,Medium
"LUNCH BAG WOODLAND, PLASTERS IN TIN SPACEBOY","PLASTERS IN TIN WOODLAND ANIMALS, ROUND SNACK BOXES SET OF4 WOODLAND",0.5555555555555555,7.467320261437907,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",PACK OF 20 NAPKINS RED APPLES,0.6,10.155555555555555,Medium
"OVEN MITT APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS",0.5555555555555555,21.157407407407405,Medium
"SET OF 2 TEA TOWELS APPLE AND PEARS, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, OVEN MITT APPLES DESIGN",0.625,47.60416666666667,Medium
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG WOODLAND",RED RETROSPOT MINI CASES,0.625,9.520833333333334,Medium
"COFFEE MUG APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","SET OF 2 TEA TOWELS APPLE AND PEARS, OVEN MITT APPLES DESIGN",0.45454545454545453,34.621212121212125,Medium
"COFFEE MUG APPLES DESIGN, SET OF 2 TEA TOWELS APPLE AND PEARS","OVEN MITT APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES",0.4166666666666667,21.15740740740741,Medium
"RED RETROSPOT CUP, LUNCH BAG WOODLAND","ROUND SNACK BOXES SET OF4 WOODLAND, RED RETROSPOT MINI CASES",0.5555555555555555,14.934640522875814,Medium
"RED RETROSPOT CUP, RED RETROSPOT MINI CASES","LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF4 WOODLAND",0.625,16.801470588235293,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",COFFEE MUG APPLES DESIGN,0.5555555555555555,9.067460317460316,Medium
"WOODLAND  STICKERS, ROUND SNACK BOXES SET OF4 WOODLAND","RED RETROSPOT CUP, LUNCH BAG WOODLAND",0.5,25.38888888888889,Medium
"RED RETROSPOT CUP, LUNCH BAG WOODLAND","WOODLAND  STICKERS, ROUND SNACK BOXES SET OF4 WOODLAND",0.6666666666666666,25.38888888888889,Medium
"COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",LUNCH BOX WITH CUTLERY RETROSPOT,0.5,7.879310344827586,Medium
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",LUNCH BAG WOODLAND,0.625,7.934027777777778,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG APPLES DESIGN, ROUND SNACK BOXES SET OF4 WOODLAND",0.625,19.041666666666668,Medium
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, LUNCH BAG WOODLAND",WOODLAND CHARLOTTE BAG,0.625,4.924568965517241,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, JUMBO BAG APPLES","ROUND SNACK BOXES SET OF4 WOODLAND, CHARLOTTE BAG APPLES DESIGN",0.6363636363636364,16.156565656565654,Medium
"COFFEE MUG APPLES DESIGN, PACK OF 20 NAPKINS RED APPLES","COFFEE MUG PEARS  DESIGN, WRAP RED APPLES",0.45454545454545453,34.621212121212125,Medium
"LUNCH BAG WOODLAND, ROUND SNACK BOXES SET OF 4 FRUITS","ROUND SNACK BOXES SET OF4 WOODLAND, WOODLAND CHARLOTTE BAG",0.5555555555555555,8.75478927203065,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND","ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES",0.4375,16.661458333333336,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",0.5833333333333334,16.661458333333336,Medium
"ROUND SNACK BOXES SET OF4 WOODLAND, PACK OF 20 NAPKINS RED APPLES","LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF 4 FRUITS",0.4117647058823529,12.545098039215686,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF 4 FRUITS",PACK OF 20 NAPKINS RED APPLES,0.5555555555555555,9.403292181069958,Medium
"CHILDRENS CUTLERY DOLLY GIRL, WOODLAND PARTY BAG + STICKER SET","RETROSPOT PARTY BAG + STICKER SET, CHILDRENS CUTLERY SPACEBOY",0.625,57.125,Medium
"LUNCH BOX WITH CUTLERY RETROSPOT, PACK OF 20 NAPKINS RED APPLES","STRAWBERRY LUNCH BOX WITH CUTLERY, ROUND SNACK BOXES SET OF 4 FRUITS",0.625,20.401785714285715,Medium
"ROUND SNACK BOXES SET OF 4 FRUITS, PACK OF 20 NAPKINS RED APPLES","STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT",0.4166666666666667,12.694444444444446,Medium
"STRAWBERRY LUNCH BOX WITH CUTLERY, LUNCH BOX WITH CUTLERY RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND",PACK OF 20 NAPKINS RED APPLES,0.5555555555555555,9.403292181069958,Medium
"PLASTERS IN TIN SPACEBOY, REGENCY CAKESTAND 3 TIER","CHILDRENS CUTLERY DOLLY GIRL, CHILDRENS CUTLERY SPACEBOY",0.5,12.694444444444445,Medium
"CHILDRENS CUTLERY SPACEBOY, REGENCY CAKESTAND 3 TIER","CHILDRENS CUTLERY DOLLY GIRL, PLASTERS IN TIN SPACEBOY",0.5555555555555555,28.20987654320987,Medium
"CHILDRENS CUTLERY DOLLY GIRL, REGENCY CAKESTAND 3 TIER","PLASTERS IN TIN SPACEBOY, CHILDRENS CUTLERY SPACEBOY",0.5,32.642857142857146,Medium
"CHILDRENS CUTLERY DOLLY GIRL, PLASTERS IN TIN SPACEBOY","CHILDRENS CUTLERY SPACEBOY, REGENCY CAKESTAND 3 TIER",0.5555555555555555,28.20987654320987,Medium
